Name;Station;Time(norwegian mean time);Mean air temperature (24 h);Precipitation (24 h);Snow depth
Bjørnholt;SN18500;06.10.2011;9.3;1;0
Bjørnholt;SN18500;07.10.2011;7.3;0.3;0
Bjørnholt;SN18500;08.10.2011;5.1;0.5;0
Bjørnholt;SN18500;09.10.2011;2.1;0.5;0
Bjørnholt;SN18500;10.10.2011;4.6;25.3;0
Bjørnholt;SN18500;11.10.2011;4.8;0.7;0
Bjørnholt;SN18500;12.10.2011;5.5;0.8;0
Bjørnholt;SN18500;13.10.2011;2.2;0.9;0
Bjørnholt;SN18500;14.10.2011;0.4;0.2;0
Bjørnholt;SN18500;15.10.2011;3.6;0;0
Bjørnholt;SN18500;16.10.2011;4.9;0.2;0
Bjørnholt;SN18500;17.10.2011;6.8;0.2;0
Bjørnholt;SN18500;18.10.2011;5.5;22.1;0
Bjørnholt;SN18500;19.10.2011;2.4;0.4;0
Bjørnholt;SN18500;20.10.2011;1.9;0.1;0
Bjørnholt;SN18500;21.10.2011;0.8;0;0
Bjørnholt;SN18500;22.10.2011;7.7;2.2;0
Bjørnholt;SN18500;23.10.2011;5.7;0;0
Bjørnholt;SN18500;24.10.2011;3.8;0;0
Bjørnholt;SN18500;25.10.2011;2.3;0;0
Bjørnholt;SN18500;26.10.2011;4.3;0.6;0
Bjørnholt;SN18500;27.10.2011;6.6;17.8;0
Bjørnholt;SN18500;28.10.2011;5.1;2.9;0
Bjørnholt;SN18500;29.10.2011;2.5;6.3;0
Bjørnholt;SN18500;30.10.2011;8.1;3.5;0
Bjørnholt;SN18500;31.10.2011;6.8;0.5;0
Bjørnholt;SN18500;01.11.2011;8.8;0.3;0
Bjørnholt;SN18500;02.11.2011;8.8;2.4;0
Bjørnholt;SN18500;03.11.2011;6.8;3.5;0
Bjørnholt;SN18500;04.11.2011;5.2;4.7;0
Bjørnholt;SN18500;05.11.2011;6.4;3.4;0
Bjørnholt;SN18500;06.11.2011;5;1.4;0
Bjørnholt;SN18500;07.11.2011;1.7;0.2;0
Bjørnholt;SN18500;08.11.2011;2.6;0;0
Bjørnholt;SN18500;09.11.2011;1.5;0;0
Bjørnholt;SN18500;10.11.2011;3;0.4;0
Bjørnholt;SN18500;11.11.2011;2.1;0.6;0
Bjørnholt;SN18500;12.11.2011;0.1;0;0
Bjørnholt;SN18500;13.11.2011;0.5;0;0
Bjørnholt;SN18500;14.11.2011;0.1;0;0
Bjørnholt;SN18500;15.11.2011;-2;0;0
Bjørnholt;SN18500;16.11.2011;-4.4;0.4;0
Bjørnholt;SN18500;17.11.2011;-5.1;0.2;0
Bjørnholt;SN18500;18.11.2011;-1.3;0;0
Bjørnholt;SN18500;19.11.2011;2.8;0;0
Bjørnholt;SN18500;20.11.2011;2.4;0.4;0
Bjørnholt;SN18500;21.11.2011;-0.6;0;0
Bjørnholt;SN18500;22.11.2011;-1.4;0;0
Bjørnholt;SN18500;23.11.2011;2.1;0.5;0
Bjørnholt;SN18500;24.11.2011;2.7;0.2;0
Bjørnholt;SN18500;25.11.2011;4.5;0.6;0
Bjørnholt;SN18500;26.11.2011;2.3;0;0
Bjørnholt;SN18500;27.11.2011;5.2;0;0
Bjørnholt;SN18500;28.11.2011;1.4;0.8;0
Bjørnholt;SN18500;29.11.2011;5.5;0;0
Bjørnholt;SN18500;30.11.2011;3.5;17.3;0
Bjørnholt;SN18500;01.12.2011;3.5;0.4;0
Bjørnholt;SN18500;02.12.2011;-1.8;11.4;0
Bjørnholt;SN18500;03.12.2011;0.7;1.3;0
Bjørnholt;SN18500;04.12.2011;-0.6;21;0
Bjørnholt;SN18500;05.12.2011;-0.3;0;0
Bjørnholt;SN18500;06.12.2011;-2.6;0;0
Bjørnholt;SN18500;07.12.2011;-4.6;21.7;25
Bjørnholt;SN18500;08.12.2011;-7.4;0.1;20
Bjørnholt;SN18500;09.12.2011;-1;28.1;35
Bjørnholt;SN18500;10.12.2011;-6.3;4.3;32
Bjørnholt;SN18500;11.12.2011;-6.7;0;30
Bjørnholt;SN18500;12.12.2011;0.4;19;32
Bjørnholt;SN18500;13.12.2011;0.2;22.1;29
Bjørnholt;SN18500;14.12.2011;1.4;12.8;34
Bjørnholt;SN18500;15.12.2011;0.9;1.5;28
Bjørnholt;SN18500;16.12.2011;-0.7;0;26
Bjørnholt;SN18500;17.12.2011;-3.7;3.5;29
Bjørnholt;SN18500;18.12.2011;-5.1;0;28
Bjørnholt;SN18500;19.12.2011;-3.8;0;27
Bjørnholt;SN18500;20.12.2011;-8.3;0;27
Bjørnholt;SN18500;06.01.2012;-5.1;0;34
Bjørnholt;SN18500;07.01.2012;-4.6;0;34
Bjørnholt;SN18500;08.01.2012;-7.3;3;39
Bjørnholt;SN18500;09.01.2012;-9.5;0;38
Bjørnholt;SN18500;10.01.2012;-5.7;7.3;45
Bjørnholt;SN18500;11.01.2012;-1.6;0;42
Bjørnholt;SN18500;12.01.2012;-1.3;0;42
Bjørnholt;SN18500;13.01.2012;-0.7;0;41
Bjørnholt;SN18500;14.01.2012;-2.8;0.7;41
Bjørnholt;SN18500;15.01.2012;-4.8;0;40
Bjørnholt;SN18500;16.01.2012;-6.3;0;39
Bjørnholt;SN18500;17.01.2012;-8.3;0;39
Bjørnholt;SN18500;18.01.2012;-8.2;0;39
Bjørnholt;SN18500;19.01.2012;-6.8;5.6;43
Bjørnholt;SN18500;20.01.2012;-12.2;0;43
Bjørnholt;SN18500;21.01.2012;-9.9;0.2;43
Bjørnholt;SN18500;22.01.2012;-4.2;20.9;60
Bjørnholt;SN18500;23.01.2012;-7.9;0.1;58
Bjørnholt;SN18500;24.01.2012;-7.6;0.8;59
Bjørnholt;SN18500;25.01.2012;-7.7;0;57
Bjørnholt;SN18500;26.01.2012;-5.9;0.7;58
Bjørnholt;SN18500;27.01.2012;-4;0.4;58
Bjørnholt;SN18500;28.01.2012;-5.7;7.2;62
Bjørnholt;SN18500;29.01.2012;-6.6;0.8;61
Bjørnholt;SN18500;30.01.2012;-7.9;0.4;60
Bjørnholt;SN18500;31.01.2012;-10.2;0;59
Bjørnholt;SN18500;01.02.2012;-11.8;0.3;56
Bjørnholt;SN18500;02.02.2012;-12;1.1;60
Bjørnholt;SN18500;03.02.2012;-19.2;0.2;58
Bjørnholt;SN18500;04.02.2012;-17.1;0;57
Bjørnholt;SN18500;05.02.2012;-9.4;1.6;67
Bjørnholt;SN18500;06.02.2012;-5.4;4.1;67
Bjørnholt;SN18500;07.02.2012;-6.5;2.3;63
Bjørnholt;SN18500;08.02.2012;-7.4;0;61
Bjørnholt;SN18500;09.02.2012;-8.4;0.2;60
Bjørnholt;SN18500;10.02.2012;-8.1;0.1;58
Bjørnholt;SN18500;11.02.2012;-11.5;0;58
Bjørnholt;SN18500;12.02.2012;-4.2;0;57
Bjørnholt;SN18500;13.02.2012;-8.4;0.9;56
Bjørnholt;SN18500;14.02.2012;-3.3;0.2;56
Bjørnholt;SN18500;15.02.2012;-1;0.5;56
Bjørnholt;SN18500;16.02.2012;-2.3;0.5;56
Bjørnholt;SN18500;17.02.2012;-2.2;1.6;57
Bjørnholt;SN18500;18.02.2012;-0.5;1.3;55
Bjørnholt;SN18500;19.02.2012;-2.4;3.3;56
Bjørnholt;SN18500;20.02.2012;-3.7;0;56
Bjørnholt;SN18500;21.02.2012;-0.2;0.9;56
Bjørnholt;SN18500;22.02.2012;1.1;1.4;55
Bjørnholt;SN18500;23.02.2012;3.2;1.2;54
Bjørnholt;SN18500;24.02.2012;2.4;0.1;53
Bjørnholt;SN18500;25.02.2012;1.1;0.1;52
Bjørnholt;SN18500;26.02.2012;-3.2;0.1;51
Bjørnholt;SN18500;27.02.2012;-2.1;0;51
Bjørnholt;SN18500;28.02.2012;2.9;2.7;52
Bjørnholt;SN18500;29.02.2012;3.4;0;50
Bjørnholt;SN18500;01.03.2012;5.6;0;48
Bjørnholt;SN18500;02.03.2012;-0.1;0.3;46
Bjørnholt;SN18500;03.03.2012;-3.9;0;45
Bjørnholt;SN18500;04.03.2012;-4.2;0.1;45
Bjørnholt;SN18500;05.03.2012;-3.8;0;45
Bjørnholt;SN18500;06.03.2012;-3.8;0;45
Bjørnholt;SN18500;07.03.2012;-2.2;0;45
Bjørnholt;SN18500;08.03.2012;-1.8;33.9;65
Bjørnholt;SN18500;09.03.2012;1.1;0.4;62
Bjørnholt;SN18500;10.03.2012;2.6;0;54
Bjørnholt;SN18500;11.03.2012;3.9;0.4;51
Bjørnholt;SN18500;12.03.2012;6;0.3;48
Bjørnholt;SN18500;13.03.2012;7.4;0.4;45
Bjørnholt;SN18500;14.03.2012;2;0.2;38
Bjørnholt;SN18500;15.03.2012;1;0;36
Bjørnholt;SN18500;16.03.2012;1.9;0;36
Bjørnholt;SN18500;17.03.2012;2.3;0.3;32
Bjørnholt;SN18500;18.03.2012;1.8;0.6;31
Bjørnholt;SN18500;19.03.2012;1.1;0.6;29
Bjørnholt;SN18500;20.03.2012;5.4;0.5;30
Bjørnholt;SN18500;21.03.2012;7.5;0.3;25
Bjørnholt;SN18500;22.03.2012;5.7;0.4;19
Bjørnholt;SN18500;23.03.2012;5.4;0.2;15
Bjørnholt;SN18500;24.03.2012;4.5;0;12
Bjørnholt;SN18500;25.03.2012;5.2;0.2;7
Bjørnholt;SN18500;26.03.2012;6.7;0;4
Bjørnholt;SN18500;27.03.2012;8.1;0.5;0
Bjørnholt;SN18500;28.03.2012;6.8;0.4;0
Bjørnholt;SN18500;29.03.2012;4.2;0.9;0
Bjørnholt;SN18500;30.03.2012;2.1;0.4;0
Bjørnholt;SN18500;31.03.2012;0.2;0.6;0
Bjørnholt;SN18500;01.04.2012;0.4;0.3;0
Bjørnholt;SN18500;02.04.2012;-2;0.5;0
Bjørnholt;SN18500;03.04.2012;-2.5;0.3;0
Bjørnholt;SN18500;04.04.2012;-1;0.2;0
Bjørnholt;SN18500;05.04.2012;0;0.2;0
Bjørnholt;SN18500;06.04.2012;-0.5;0.2;0
Bjørnholt;SN18500;07.04.2012;-2.5;0.2;0
Bjørnholt;SN18500;08.04.2012;-1.3;0.2;0
Bjørnholt;SN18500;09.04.2012;-0.4;1.1;0
Bjørnholt;SN18500;10.04.2012;2.2;26.3;13
Bjørnholt;SN18500;11.04.2012;2.7;25.9;3
Bjørnholt;SN18500;12.04.2012;2.4;2.2;0
Bjørnholt;SN18500;13.04.2012;2.7;0.1;0
Bjørnholt;SN18500;14.04.2012;2.7;0.3;0
Bjørnholt;SN18500;15.04.2012;0.3;0.5;0
Bjørnholt;SN18500;16.04.2012;0;5.9;0
Bjørnholt;SN18500;17.04.2012;0.2;1.7;0
Bjørnholt;SN18500;18.04.2012;-0.5;0.9;0
Bjørnholt;SN18500;19.04.2012;3.8;15.9;3
Bjørnholt;SN18500;20.04.2012;2.5;1.1;0
Bjørnholt;SN18500;21.04.2012;1;3.2;0
Bjørnholt;SN18500;22.04.2012;1.9;0.9;0
Bjørnholt;SN18500;23.04.2012;2.5;5.8;0
Bjørnholt;SN18500;24.04.2012;2.9;4.3;0
Bjørnholt;SN18500;25.04.2012;4.8;0.6;0
Bjørnholt;SN18500;26.04.2012;5.2;7.4;0
Bjørnholt;SN18500;27.04.2012;5.8;18.7;0
Bjørnholt;SN18500;28.04.2012;4.8;0;0
Bjørnholt;SN18500;29.04.2012;5.9;0.6;0
Bjørnholt;SN18500;30.04.2012;3.7;0.5;0
Bjørnholt;SN18500;01.05.2012;7.8;2.6;0
Bjørnholt;SN18500;02.05.2012;10.4;0.6;0
Bjørnholt;SN18500;03.05.2012;7.9;0.3;0
Bjørnholt;SN18500;04.05.2012;3.9;2.9;0
Bjørnholt;SN18500;05.05.2012;2.3;6.8;0
Bjørnholt;SN18500;06.05.2012;2.4;2.4;0
Bjørnholt;SN18500;07.05.2012;3.7;0.8;0
Bjørnholt;SN18500;08.05.2012;4.9;1;0
Bjørnholt;SN18500;09.05.2012;7.8;18.3;0
Bjørnholt;SN18500;10.05.2012;6.3;1.2;0
Bjørnholt;SN18500;11.05.2012;5.8;9.7;0
Bjørnholt;SN18500;12.05.2012;6.1;4;0
Bjørnholt;SN18500;13.05.2012;4.8;0.3;0
Bjørnholt;SN18500;14.05.2012;6.9;2.2;0
Bjørnholt;SN18500;15.05.2012;7.2;0.6;0
Bjørnholt;SN18500;16.05.2012;7.5;4.3;0
Bjørnholt;SN18500;17.05.2012;6.3;6.9;0
Bjørnholt;SN18500;18.05.2012;7.5;3.9;0
Bjørnholt;SN18500;19.05.2012;8.7;1.1;0
Bjørnholt;SN18500;20.05.2012;9.7;5.3;0
Bjørnholt;SN18500;21.05.2012;12.4;0.6;0
Bjørnholt;SN18500;22.05.2012;16.1;0.7;0
Bjørnholt;SN18500;23.05.2012;17;0.1;0
Bjørnholt;SN18500;24.05.2012;18.6;0;0
Bjørnholt;SN18500;25.05.2012;19.8;0.2;0
Bjørnholt;SN18500;26.05.2012;18.1;0.3;0
Bjørnholt;SN18500;27.05.2012;16.3;0;0
Bjørnholt;SN18500;28.05.2012;12.3;0;0
Bjørnholt;SN18500;29.05.2012;7.9;0;0
Bjørnholt;SN18500;30.05.2012;9;0;0
Bjørnholt;SN18500;31.05.2012;8.5;0;0
Bjørnholt;SN18500;01.06.2012;6.2;1.3;0
Bjørnholt;SN18500;02.06.2012;6.6;0;0
Bjørnholt;SN18500;03.06.2012;7;0;0
Bjørnholt;SN18500;04.06.2012;8.2;2.1;0
Bjørnholt;SN18500;05.06.2012;6.9;1.7;0
Bjørnholt;SN18500;06.06.2012;9.5;11.6;0
Bjørnholt;SN18500;07.06.2012;10.5;0.7;0
Bjørnholt;SN18500;08.06.2012;12;0.3;0
Bjørnholt;SN18500;09.06.2012;10.6;3.8;0
Bjørnholt;SN18500;10.06.2012;11.6;7.5;0
Bjørnholt;SN18500;11.06.2012;11.5;0.4;0
Bjørnholt;SN18500;12.06.2012;11.1;2.3;0
Bjørnholt;SN18500;13.06.2012;10.5;0.9;0
Bjørnholt;SN18500;14.06.2012;9.2;0.6;0
Bjørnholt;SN18500;15.06.2012;8.9;20.2;0
Bjørnholt;SN18500;16.06.2012;9.4;9.2;0
Bjørnholt;SN18500;17.06.2012;11.5;13;0
Bjørnholt;SN18500;18.06.2012;11;5.1;0
Bjørnholt;SN18500;21.06.2012;15.1;0;-
Bjørnholt;SN18500;27.06.2012;12.5;1.7;0
Bjørnholt;SN18500;28.06.2012;12.2;0.2;0
Bjørnholt;SN18500;29.06.2012;11.3;0.4;0
Bjørnholt;SN18500;30.06.2012;12.5;16;0
Bjørnholt;SN18500;01.07.2012;11.8;0.7;0
Bjørnholt;SN18500;02.07.2012;12.1;3.2;0
Bjørnholt;SN18500;03.07.2012;13.5;2.7;0
Bjørnholt;SN18500;04.07.2012;15.4;1;0
Bjørnholt;SN18500;05.07.2012;17.1;0.6;0
Bjørnholt;SN18500;06.07.2012;15.8;0.5;0
Bjørnholt;SN18500;07.07.2012;15.2;16.1;0
Bjørnholt;SN18500;08.07.2012;15.8;10.7;0
Bjørnholt;SN18500;09.07.2012;15;20.4;0
Bjørnholt;SN18500;10.07.2012;14.7;7.8;0
Bjørnholt;SN18500;11.07.2012;12.3;2.8;0
Bjørnholt;SN18500;12.07.2012;11.6;5.8;0
Bjørnholt;SN18500;13.07.2012;12.2;19.3;0
Bjørnholt;SN18500;14.07.2012;13.8;36.5;0
Bjørnholt;SN18500;15.07.2012;12.8;0.3;0
Bjørnholt;SN18500;16.07.2012;12;3.2;0
Bjørnholt;SN18500;17.07.2012;13.2;0.7;0
Bjørnholt;SN18500;18.07.2012;12;0.4;0
Bjørnholt;SN18500;19.07.2012;12.4;2.7;0
Bjørnholt;SN18500;20.07.2012;11.2;1.1;0
Bjørnholt;SN18500;21.07.2012;10.5;11.4;0
Bjørnholt;SN18500;22.07.2012;11.2;1;0
Bjørnholt;SN18500;23.07.2012;13.6;5.8;0
Bjørnholt;SN18500;24.07.2012;15.8;1.3;0
Bjørnholt;SN18500;25.07.2012;16;0.5;0
Bjørnholt;SN18500;26.07.2012;14.8;1.1;0
Bjørnholt;SN18500;27.07.2012;14.4;0.3;0
Bjørnholt;SN18500;28.07.2012;12.8;0.3;0
Bjørnholt;SN18500;29.07.2012;13.8;22.6;0
Bjørnholt;SN18500;30.07.2012;13.3;0.4;0
Bjørnholt;SN18500;31.07.2012;11.6;1.3;0
Bjørnholt;SN18500;01.08.2012;12.9;8;0
Bjørnholt;SN18500;02.08.2012;13.2;2.4;0
Bjørnholt;SN18500;03.08.2012;15.2;21.7;0
Bjørnholt;SN18500;04.08.2012;14.7;0.9;0
Bjørnholt;SN18500;05.08.2012;14.1;15.7;0
Bjørnholt;SN18500;06.08.2012;13.1;0.7;0
Bjørnholt;SN18500;07.08.2012;12.5;28.4;0
Bjørnholt;SN18500;08.08.2012;12.2;5.9;0
Bjørnholt;SN18500;09.08.2012;11.4;0.5;0
Bjørnholt;SN18500;10.08.2012;12.1;2.6;0
Bjørnholt;SN18500;11.08.2012;14.1;0.3;0
Bjørnholt;SN18500;12.08.2012;15.2;0;0
Bjørnholt;SN18500;13.08.2012;14.9;0.2;0
Bjørnholt;SN18500;14.08.2012;14.3;0.8;0
Bjørnholt;SN18500;15.08.2012;14.1;0.7;0
Bjørnholt;SN18500;16.08.2012;13.9;0;0
Bjørnholt;SN18500;17.08.2012;14.9;1.9;0
Bjørnholt;SN18500;18.08.2012;14.5;3.2;0
Bjørnholt;SN18500;19.08.2012;17.7;10.6;0
Bjørnholt;SN18500;20.08.2012;13.7;0.3;0
Bjørnholt;SN18500;21.08.2012;16;7.7;0
Bjørnholt;SN18500;22.08.2012;12.5;1.1;0
Bjørnholt;SN18500;23.08.2012;11.9;19;0
Bjørnholt;SN18500;24.08.2012;11.7;3.4;0
Bjørnholt;SN18500;25.08.2012;12.4;1.3;0
Bjørnholt;SN18500;26.08.2012;11.3;2.1;0
Bjørnholt;SN18500;27.08.2012;9.6;0.9;0
Bjørnholt;SN18500;28.08.2012;10.5;0.2;0
Bjørnholt;SN18500;29.08.2012;12.6;21.6;0
Bjørnholt;SN18500;30.08.2012;12.4;4.2;0
Bjørnholt;SN18500;31.08.2012;12;0.8;0
Bjørnholt;SN18500;01.09.2012;11.5;0;0
Bjørnholt;SN18500;02.09.2012;13.6;2.1;0
Bjørnholt;SN18500;03.09.2012;13.1;0.1;0
Bjørnholt;SN18500;04.09.2012;13.4;0.5;0
Bjørnholt;SN18500;05.09.2012;11.4;1.8;0
Bjørnholt;SN18500;06.09.2012;6.4;0.1;0
Bjørnholt;SN18500;07.09.2012;9.3;2.4;0
Bjørnholt;SN18500;08.09.2012;8.9;0.3;0
Bjørnholt;SN18500;09.09.2012;9.1;0.6;0
Bjørnholt;SN18500;10.09.2012;12.7;0.5;0
Bjørnholt;SN18500;11.09.2012;11.4;3;0
Bjørnholt;SN18500;12.09.2012;6.1;10.3;0
Bjørnholt;SN18500;13.09.2012;6.7;2.5;0
Bjørnholt;SN18500;14.09.2012;10.9;10.4;0
Bjørnholt;SN18500;15.09.2012;10.8;5.1;0
Bjørnholt;SN18500;16.09.2012;9.8;0.5;0
Bjørnholt;SN18500;17.09.2012;9.9;6.8;0
Bjørnholt;SN18500;18.09.2012;7.7;7.2;0
Bjørnholt;SN18500;19.09.2012;6.8;3.5;0
Bjørnholt;SN18500;20.09.2012;4.5;0.4;0
Bjørnholt;SN18500;21.09.2012;3.9;0.6;0
Bjørnholt;SN18500;22.09.2012;4.7;0.6;0
Bjørnholt;SN18500;23.09.2012;5.5;0.4;0
Bjørnholt;SN18500;24.09.2012;5.9;0.3;0
Bjørnholt;SN18500;25.09.2012;4.6;0.4;0
Bjørnholt;SN18500;26.09.2012;6.5;36.1;0
Bjørnholt;SN18500;27.09.2012;6.8;8.8;0
Bjørnholt;SN18500;28.09.2012;7.5;1;0
Bjørnholt;SN18500;29.09.2012;7.7;4.7;0
Bjørnholt;SN18500;30.09.2012;7.4;0.7;0
Bjørnholt;SN18500;01.10.2012;10.1;10.4;0
Bjørnholt;SN18500;02.10.2012;8.8;0.7;0
Bjørnholt;SN18500;03.10.2012;8;5.1;0
Bjørnholt;SN18500;04.10.2012;6.7;31.1;0
Bjørnholt;SN18500;05.10.2012;3.6;0.8;0
Bjørnholt;SN18500;06.10.2012;4.3;1.1;0
Bjørnholt;SN18500;07.10.2012;5.6;0.6;0
Bjørnholt;SN18500;08.10.2012;5.4;0.7;0
Bjørnholt;SN18500;09.10.2012;2.9;13.8;0
Bjørnholt;SN18500;10.10.2012;1.7;0;0
Bjørnholt;SN18500;11.10.2012;1.1;0;0
Bjørnholt;SN18500;12.10.2012;2.1;0;0
Bjørnholt;SN18500;13.10.2012;1.9;0.2;0
Bjørnholt;SN18500;14.10.2012;1;0;0
Bjørnholt;SN18500;15.10.2012;2.7;11.5;0
Bjørnholt;SN18500;16.10.2012;2.4;9.9;0
Bjørnholt;SN18500;17.10.2012;5.9;30.2;0
Bjørnholt;SN18500;18.10.2012;7.6;1.6;0
Bjørnholt;SN18500;19.10.2012;6.1;10;0
Bjørnholt;SN18500;20.10.2012;4.5;0.2;0
Bjørnholt;SN18500;21.10.2012;3.1;13.2;0
Bjørnholt;SN18500;22.10.2012;1.4;0.3;0
Bjørnholt;SN18500;23.10.2012;0;0.4;0
Bjørnholt;SN18500;24.10.2012;0.1;0;0
Bjørnholt;SN18500;25.10.2012;-0.7;1.2;0
Bjørnholt;SN18500;26.10.2012;-0.6;0.2;0
Bjørnholt;SN18500;27.10.2012;-0.7;0;0
Bjørnholt;SN18500;28.10.2012;-3.8;0;0
Bjørnholt;SN18500;29.10.2012;-1.5;12.4;9
Bjørnholt;SN18500;30.10.2012;-4.8;6.5;15
Bjørnholt;SN18500;31.10.2012;-1.2;1;15
Bjørnholt;SN18500;01.11.2012;3.1;29.3;4
Bjørnholt;SN18500;02.11.2012;2.4;20.7;0
Bjørnholt;SN18500;03.11.2012;2.3;14.1;0
Bjørnholt;SN18500;04.11.2012;1.6;17.4;0
Bjørnholt;SN18500;05.11.2012;0;0.5;0
Bjørnholt;SN18500;06.11.2012;-3.4;0;0
Bjørnholt;SN18500;07.11.2012;-4.1;1.7;0
Bjørnholt;SN18500;08.11.2012;-1.6;0.2;0
Bjørnholt;SN18500;09.11.2012;-1;1.6;0
Bjørnholt;SN18500;10.11.2012;4.7;15.6;0
Bjørnholt;SN18500;11.11.2012;4;17.6;0
Bjørnholt;SN18500;12.11.2012;0.1;15.9;0
Bjørnholt;SN18500;13.11.2012;-0.5;0.3;0
Bjørnholt;SN18500;14.11.2012;6.1;0.1;0
Bjørnholt;SN18500;15.11.2012;1.7;1.1;0
Bjørnholt;SN18500;16.11.2012;2.4;0.2;0
Bjørnholt;SN18500;17.11.2012;2.1;0.8;0
Bjørnholt;SN18500;18.11.2012;1.8;23.2;0
Bjørnholt;SN18500;19.11.2012;0.8;0;0
Bjørnholt;SN18500;20.11.2012;5.6;4.4;0
Bjørnholt;SN18500;21.11.2012;5.3;5.8;0
Bjørnholt;SN18500;22.11.2012;3.5;9.4;0
Bjørnholt;SN18500;23.11.2012;4.4;8.5;0
Bjørnholt;SN18500;24.11.2012;-0.3;7;0
Bjørnholt;SN18500;25.11.2012;-2;0;0
Bjørnholt;SN18500;26.11.2012;-1.5;1.6;0
Bjørnholt;SN18500;27.11.2012;-0.9;8.5;9
Bjørnholt;SN18500;28.11.2012;-1.5;9.1;18
Bjørnholt;SN18500;29.11.2012;-5.4;0.6;16
Bjørnholt;SN18500;30.11.2012;-6.9;0;15
Bjørnholt;SN18500;01.12.2012;-9.3;0.3;16
Bjørnholt;SN18500;02.12.2012;-14.7;0;12
Bjørnholt;SN18500;03.12.2012;-17.9;0;12
Bjørnholt;SN18500;04.12.2012;-15.8;0;13
Bjørnholt;SN18500;05.12.2012;-11.8;0.7;17
Bjørnholt;SN18500;06.12.2012;-13.5;0;17
Bjørnholt;SN18500;07.12.2012;-10.9;0;15
Bjørnholt;SN18500;08.12.2012;-12.9;0.1;14
Bjørnholt;SN18500;09.12.2012;-9.2;0;15
Bjørnholt;SN18500;10.12.2012;-8.2;2.3;19
Bjørnholt;SN18500;11.12.2012;-16.4;0;19
Bjørnholt;SN18500;12.12.2012;-16.3;0;17
Bjørnholt;SN18500;13.12.2012;-9;0.2;19
Bjørnholt;SN18500;14.12.2012;-8.7;1.1;20
Bjørnholt;SN18500;15.12.2012;-4.5;0.5;20
Bjørnholt;SN18500;16.12.2012;-0.5;19;39
Bjørnholt;SN18500;17.12.2012;-1.1;2.6;43
Bjørnholt;SN18500;18.12.2012;-2.8;0;42
Bjørnholt;SN18500;19.12.2012;-7.8;0;40
Bjørnholt;SN18500;20.12.2012;-17.7;0;39
Bjørnholt;SN18500;21.12.2012;-11;0;40
Bjørnholt;SN18500;22.12.2012;-8.3;0.3;43
Bjørnholt;SN18500;23.12.2012;-7.3;0.1;47
Bjørnholt;SN18500;24.12.2012;-7.1;7.7;58
Bjørnholt;SN18500;25.12.2012;-4.9;4.8;60
Bjørnholt;SN18500;26.12.2012;-2.1;3.3;58
Bjørnholt;SN18500;27.12.2012;-8.1;4.1;57
Bjørnholt;SN18500;28.12.2012;-9.1;0;54
Bjørnholt;SN18500;29.12.2012;-0.8;17.8;68
Bjørnholt;SN18500;30.12.2012;1.3;13;52
Bjørnholt;SN18500;31.12.2012;0.8;3.2;46
Bjørnholt;SN18500;01.01.2013;-0.5;8.3;41
Bjørnholt;SN18500;02.01.2013;-4.6;0;37
Bjørnholt;SN18500;03.01.2013;-1.7;2.7;34
Bjørnholt;SN18500;04.01.2013;0.1;0;42
Bjørnholt;SN18500;05.01.2013;-2.3;0;42
Bjørnholt;SN18500;06.01.2013;-3.5;0;41
Bjørnholt;SN18500;07.01.2013;-2.2;0;42
Bjørnholt;SN18500;08.01.2013;-4.6;0;41
Bjørnholt;SN18500;09.01.2013;-4.3;0.8;39
Bjørnholt;SN18500;10.01.2013;-4.5;0;41
Bjørnholt;SN18500;11.01.2013;-8.2;0;41
Bjørnholt;SN18500;12.01.2013;-14.2;0;41
Bjørnholt;SN18500;13.01.2013;-21;0;40
Bjørnholt;SN18500;14.01.2013;-18.3;0;40
Bjørnholt;SN18500;15.01.2013;-12.2;0.3;41
Bjørnholt;SN18500;16.01.2013;-13.1;0.1;41
Bjørnholt;SN18500;17.01.2013;-9.7;0.8;42
Bjørnholt;SN18500;18.01.2013;-12;0.9;44
Bjørnholt;SN18500;19.01.2013;-16.4;0.2;45
Bjørnholt;SN18500;20.01.2013;-6.6;0;42
Bjørnholt;SN18500;21.01.2013;-12.9;0;43
Bjørnholt;SN18500;22.01.2013;-19.3;0;44
Bjørnholt;SN18500;23.01.2013;-18.9;0;43
Bjørnholt;SN18500;24.01.2013;-12.7;0;43
Bjørnholt;SN18500;25.01.2013;-16.6;0;44
Bjørnholt;SN18500;26.01.2013;-5.6;3.5;47
Bjørnholt;SN18500;27.01.2013;-6;6.8;52
Bjørnholt;SN18500;28.01.2013;-1.3;10.6;57
Bjørnholt;SN18500;29.01.2013;-0.6;6.5;61
Bjørnholt;SN18500;30.01.2013;0;13.9;69
Bjørnholt;SN18500;31.01.2013;-2.6;0;66
Bjørnholt;SN18500;01.02.2013;-11.5;0;66
Bjørnholt;SN18500;02.02.2013;-5.4;0;65
Bjørnholt;SN18500;03.02.2013;-7;0;65
Bjørnholt;SN18500;04.02.2013;-4;0.7;64
Bjørnholt;SN18500;05.02.2013;-7.6;8.1;72
Bjørnholt;SN18500;06.02.2013;-3.3;0.5;72
Bjørnholt;SN18500;07.02.2013;-6.3;1.5;72
Bjørnholt;SN18500;08.02.2013;-8.1;0.1;68
Bjørnholt;SN18500;09.02.2013;-10.6;0;69
Bjørnholt;SN18500;10.02.2013;-9.6;2.4;75
